date,tour,cat,surf,cpi,tourn,p1,p2,rk1,rk2,celo1,helo1,celo2,helo2,selo1,selo2,sdelta,ss1,ss2,prob1,fair1,fair2,book1,book2,edge1,edge2,sig1,sig2,win,sets,score,tomorrow
2026-08-20,WTA,W1000,hard,40,Cincinnati WTA,Madison Keys,Xin Yu Wang,24,36,1886,1902,1631,1706,1902,1706,196,6,7,0.7553,1.32,4.09,1.26,3.88,-0.0383,-0.0130,A,,1,2-0,7-6 6-4,
2026-08-20,WTA,W1000,hard,40,Cincinnati WTA,Sara Bejlek,Aryna Sabalenka,35,1,1727,1760,2090,2179,1760,2179,-420,7,8,0.0819,12.21,1.09,6.92,1.11,-0.0626,0.0172,,,1,2-0,7-6 6-4,
2026-08-20,WTA,W1000,hard,40,Cincinnati WTA,Amanda Anisimova,Jessica Pegula,10,3,1751,1877,1936,2046,1877,2046,-169,8,8,0.2748,3.64,1.38,2.12,1.72,-0.1969,0.1438,B,,2,1-2,4-6 6-2 6-7,
2026-08-21,ATP,M1000,hard,40,Cincinnati,Arthur Fils,Thiago Agustin Tirante,21,50,1945,1933,1742,1684,1933,1684,249,4,3,0.8073,1.24,5.19,1.28,3.68,0.0261,-0.0791,,,1,2-0,6-3 6-2,
2026-08-21,ATP,M1000,hard,40,Cincinnati,Taylor Fritz,Brandon Nakashima,9,22,1782,1878,1765,1854,1878,1854,24,8,8,0.5341,1.87,2.15,1.52,2.53,-0.1238,0.0707,A,,2,1-2,6-7 6-4 3-6,
2026-08-21,WTA,W1000,hard,40,Cincinnati WTA,Iga Swiatek,Elena Rybakina,5,2,2028,2068,2003,2114,2068,2114,-46,7,8,0.4338,2.31,1.77,1.62,2.29,-0.1835,0.1296,B,,1,1-0,4-1,
2026-08-21,WTA,W1000,hard,40,Cincinnati WTA,Sara Bejlek,Madison Keys,35,24,1727,1760,1886,1902,1760,1902,-142,7,6,0.3057,3.27,1.44,2.67,1.47,-0.0688,0.0140,,,1,2-1,3-6 6-4 7-6,
2026-08-22,ATP,M1000,hard,40,Cincinnati,Frances Tiafoe,Lorenzo Musetti,23,15,1816,1841,1848,1797,1841,1797,44,6,3,0.5626,1.78,2.29,1.91,1.89,0.0390,-0.0917,,A,1,2-0,7-6 7-5,
2026-08-22,ATP,M1000,hard,40,Cincinnati,Flavio Cobolli,Arthur Fils,10,21,1846,1794,1945,1933,1794,1933,-139,3,4,0.3099,3.23,1.45,3.15,1.36,-0.0076,-0.0452,,,2,0-2,3-6 4-6,
2026-08-22,WTA,W1000,hard,40,Cincinnati WTA,Coco Gauff,Marta Kostyuk,4,11,2027,2046,1996,1973,2046,1973,72,6,4,0.6028,1.66,2.52,1.69,2.17,0.0111,-0.0637,,,1,2-0,6-2 6-2,
2026-08-22,WTA,W1000,hard,40,Cincinnati WTA,Jessica Pegula,Iga Swiatek,3,5,1936,2046,2028,2068,2046,2068,-22,8,7,0.4680,2.14,1.88,2.91,1.41,0.1243,-0.1772,,B,1,2-1,7-5 4-6 6-4,
2026-08-23,ATP,M1000,hard,40,Cincinnati,Frances Tiafoe,Brandon Nakashima,23,22,1816,1841,1765,1854,1841,1854,-13,6,8,0.4812,2.08,1.93,1.96,1.85,-0.0290,-0.0217,,,1,2-0,7-5 6-3,
2026-08-23,ATP,M1000,hard,40,Cincinnati,Arthur Fils,Frances Tiafoe,21,23,1945,1933,1816,1841,1933,1841,92,4,6,0.6299,1.59,2.70,1.46,2.74,-0.0550,0.0051,A,,1,2-1,6-3 1-6 6-0,
2026-08-23,WTA,W1000,hard,40,Cincinnati WTA,Coco Gauff,Sara Bejlek,4,35,2027,2046,1727,1760,2046,1760,286,6,7,0.8383,1.19,6.19,1.24,4.17,0.0319,-0.0781,,,1,2-0,6-4 6-1,
2026-08-24,ATP,GS,hard,43,US Open,Jurij Rodionov,Kimmer Coppejans,134,218,1566,1571,1532,1473,1571,1473,98,5,3,0.6374,1.57,2.76,1.56,2.37,-0.0036,-0.0593,,,1,2-0,6-1 6-4,
2026-08-24,ATP,GS,hard,43,US Open,Jacob Fearnley,Roberto Carballes Baena,107,190,1674,1690,1575,1573,1690,1573,118,6,5,0.6634,1.51,2.97,1.15,5.16,-0.2061,0.1428,A,,1,2-0,7-6 6-3,
2026-08-24,ATP,GS,hard,43,US Open,Luka Pavlovic,Juan Pablo Varillas,207,236,1471,1527,1467,1377,1527,1377,149,7,2,0.7025,1.42,3.36,1.33,3.19,-0.0493,-0.0160,A,,1,2-1,6-3 6-7 7-5,
2026-08-24,ATP,GS,hard,43,US Open,Titouan Droguet,Daniel Rincon,111,206,1726,1696,1529,1536,1696,1536,159,4,5,0.7144,1.40,3.50,1.16,5.03,-0.1476,0.0868,A,,2,1-2,6-2 4-6 6-7,
2026-08-24,ATP,GS,hard,43,US Open,Frederico Ferreira Silva,Diego Dedura Palomero,231,194,1393,1466,1587,1380,1466,1380,86,7,1,0.6213,1.61,2.64,1.99,1.77,0.1188,-0.1863,,A,1,2-0,7-5 6-2,
2026-08-24,ATP,GS,hard,43,US Open,Guy Den Ouden,Genaro Alberto Olivieri,215,225,1567,1379,1442,1340,1379,1340,39,1,2,0.5559,1.80,2.25,1.15,5.17,-0.3137,0.2507,A,,2,1-2,7-5 4-6 5-7,
2026-08-24,ATP,GS,hard,43,US Open,Federico Agustin Gomez,Aziz Dougaz,181,629,1485,1434,1383,1413,1434,1413,21,3,7,0.5306,1.88,2.13,1.96,1.78,0.0204,-0.0924,,,2,0-2,4-6 2-6,
2026-08-24,ATP,GS,hard,43,US Open,Vilius Gaubas,Kilian Feldbausch,123,235,1552,1571,1635,1421,1571,1421,151,6,1,0.7041,1.42,3.38,1.71,2.08,0.1193,-0.1849,,B,1,2-0,6-3 7-6,
2026-08-24,ATP,GS,hard,43,US Open,Joel Schwaerzler,Gustavo Heide,150,133,1494,1541,1642,1516,1541,1516,25,7,2,0.5353,1.87,2.15,1.82,1.93,-0.0141,-0.0535,,A,1,2-1,2-6 6-4 6-4,
2026-08-24,ATP,GS,hard,43,US Open,Franco Roncadelli,Elias Ymer,237,212,1440,1355,1484,1506,1355,1506,-151,2,6,0.2959,3.38,1.42,5.19,1.15,0.1032,-0.1655,,A,2,0-2,4-6 3-6,
2026-08-24,ATP,GS,hard,43,US Open,Kyrian Jacquet,Lautaro Midon,119,193,1592,1664,1536,1465,1664,1465,199,7,3,0.7591,1.32,4.15,1.15,5.07,-0.1104,0.0436,A,,1,2-0,6-4 6-3,
2026-08-24,ATP,GS,hard,43,US Open,Marco Cecchinato,Liam Broady,173,201,1570,1455,1459,1506,1455,1506,-51,2,7,0.4273,2.34,1.75,3.31,1.32,0.1252,-0.1848,,B,1,2-0,7-6 6-3,
2026-08-24,ATP,GS,hard,43,US Open,Andrea Guerrieri,August Holmgren,189,226,1524,1498,1481,1506,1498,1506,-8,4,6,0.4881,2.05,1.95,2.04,1.74,-0.0021,-0.0628,,,1,2-1,6-3 6-7 6-2,
2026-08-24,ATP,GS,hard,43,US Open,Toby Samuel,Francesco Maestrelli,113,166,1638,1739,1443,1531,1739,1531,208,8,8,0.7683,1.30,4.32,1.23,3.98,-0.0448,-0.0195,A,,1,2-1,6-7 6-3 6-1,
2026-08-24,ATP,GS,hard,43,US Open,Remy Bertola,Alejandro Moro Canas,182,240,1451,1456,1486,1509,1456,1509,-53,5,6,0.4243,2.36,1.74,2.53,1.50,0.0291,-0.0910,,,1,2-0,6-3 6-4,
2026-08-24,ATP,GS,hard,43,US Open,Gonzalo Bueno,Billy Harris,178,167,1507,1329,1369,1465,1329,1465,-136,1,8,0.3141,3.18,1.46,2.39,1.55,-0.1043,0.0408,B,,2,0-2,1-6 3-6,
2026-08-24,ATP,GS,hard,43,US Open,Harry Wendelken,Stefano Travaglia,203,140,1339,1536,1495,1523,1536,1523,14,9,6,0.5197,1.92,2.08,1.58,2.31,-0.1132,0.0474,B,,1,2-1,6-4 3-6 6-3,
2026-08-24,ATP,GS,hard,43,US Open,Raul Brancaccio,Thiago Seyboth Wild,232,202,1458,1416,1541,1530,1416,1530,-114,3,4,0.3418,2.93,1.52,2.34,1.58,-0.0855,0.0252,,,2,0-2,2-6 1-6,
2026-08-24,ATP,GS,hard,43,US Open,Francesco Passaro,Felix Gill,222,221,1515,1534,1419,1484,1534,1484,50,6,7,0.5716,1.75,2.33,1.75,2.03,0.0002,-0.0642,,A,1,2-0,7-6 6-2,
2026-08-24,ATP,GS,hard,43,US Open,Stefano Napolitano,Mackenzie Mcdonald,229,144,1500,1446,1474,1598,1446,1598,-152,3,8,0.2947,3.39,1.42,4.24,1.21,0.0588,-0.1211,,A,2,0-2,4-6 5-7,
2026-08-24,ATP,GS,hard,43,US Open,Coleman Wong,Elmer Moller,93,172,1476,1612,1539,1458,1612,1458,154,8,2,0.7079,1.41,3.42,1.20,4.37,-0.1254,0.0632,A,,1,2-1,5-7 6-3 6-4,
2026-08-24,ATP,GS,hard,43,US Open,Keegan Smith,Alexis Galarneau,198,185,1391,1431,1488,1548,1431,1548,-117,7,7,0.3380,2.96,1.51,2.29,1.59,-0.0987,0.0331,,,2,0-2,6-7 3-6,
2026-08-24,ATP,GS,hard,43,US Open,Pol Martin Tiffon,Tom Gentzsch,209,145,1483,1534,1647,1538,1534,1538,-4,7,2,0.4950,2.02,1.98,2.78,1.42,0.1353,-0.1992,,A,2,0-2,5-7 3-6,
2026-08-24,ATP,GS,hard,43,US Open,Otto Virtanen,Ugo Blanchet,116,192,1562,1675,1434,1529,1675,1529,146,8,8,0.6982,1.43,3.31,1.42,2.77,-0.0060,-0.0592,,,1,2-0,6-4 6-4,
2026-08-24,WTA,W1000,hard,40,Cincinnati WTA,Coco Gauff,Jessica Pegula,4,3,2027,2046,1936,2046,2046,2046,-0,6,8,0.4994,2.00,2.00,1.62,2.30,-0.1179,0.0658,B,,1,2-0,6-2 6-4,
2026-08-24,WTA,GS,hard,43,US Open,Rebecca Marino,Fiona Ferro,380,146,1478,1562,1610,1619,1562,1619,-58,8,5,0.4174,2.40,1.72,2.28,1.60,-0.0212,-0.0424,,A,1,2-0,6-1 6-4,
2026-08-24,WTA,GS,hard,43,US Open,Alevtina Ibragimova,Rebecca Sramkova,220,128,1554,1504,1587,1633,1504,1633,-129,3,7,0.3227,3.10,1.48,4.08,1.22,0.0776,-0.1424,,A,1,2-0,6-2 6-4,
2026-08-24,WTA,GS,hard,43,US Open,Clara Burel,Ye Xin Ma,417,181,1584,1630,1253,1461,1630,1461,169,7,9,0.7255,1.38,3.64,1.34,3.12,-0.0208,-0.0460,,A,1,2-0,6-4 6-2,
2026-08-24,WTA,GS,hard,43,US Open,Mariam Bolkvadze,Erika Andreeva,425,216,1336,1502,1504,1502,1502,1502,0,9,5,0.5007,2.00,2.00,2.73,1.43,0.1344,-0.2000,,A,1,2-0,6-4 7-6,
2026-08-24,WTA,GS,hard,43,US Open,Rebeka Masarova,Iryna Shymanovich,169,193,1676,1633,1518,1496,1633,1496,137,3,4,0.6875,1.45,3.20,1.45,2.68,-0.0021,-0.0607,,,2,1-2,4-6 6-3 4-6,
2026-08-24,WTA,GS,hard,43,US Open,Julieta Pareja,Kayla Day,290,121,1539,1601,1560,1588,1601,1588,13,7,6,0.5183,1.93,2.08,2.65,1.44,0.1409,-0.2127,,A,1,2-0,6-3 6-1,
2026-08-24,WTA,GS,hard,43,US Open,Elena Pridankina,Aliona Falei,188,222,1587,1515,1414,1522,1515,1522,-7,3,8,0.4905,2.04,1.96,1.85,1.90,-0.0500,-0.0168,A,,1,2-0,6-1 6-3,
2026-08-24,WTA,GS,hard,43,US Open,Qinwen Zheng,Xiaodi You,127,198,1800,1808,1324,1467,1808,1467,341,5,8,0.8767,1.14,8.11,1.06,8.33,-0.0667,0.0032,A,,1,2-0,6-3 6-2,
2026-08-24,WTA,GS,hard,43,US Open,Ayla Aksu,Lucrezia Stefanini,203,142,1425,1511,1514,1582,1511,1582,-70,8,7,0.3999,2.50,1.67,4.33,1.20,0.1690,-0.2332,,A,2,0-2,2-6 3-6,
2026-08-24,WTA,GS,hard,43,US Open,Mai Hontama,Lina Gjorcheska,171,219,1490,1533,1407,1419,1533,1419,114,7,6,0.6583,1.52,2.93,1.23,4.03,-0.1547,0.0936,A,,1,2-0,7-6 6-3,
2026-08-24,WTA,GS,hard,43,US Open,Madison Brengle,Anastasia Gasanova,213,194,1544,1509,1474,1527,1509,1527,-18,3,7,0.4741,2.11,1.90,2.36,1.56,0.0504,-0.1151,,A,1,2-0,6-4 6-1,
2026-08-24,WTA,GS,hard,43,US Open,Elina Avanesyan,Andrea Lazaro Garcia,161,147,1675,1643,1583,1517,1643,1517,127,3,3,0.6747,1.48,3.07,1.45,2.63,-0.0150,-0.0549,,A,2,0-2,3-6 6-7,
2026-08-24,WTA,GS,hard,43,US Open,Linda Klimovicova,Lisa Pigato,202,135,1436,1504,1556,1542,1504,1542,-38,7,4,0.4448,2.25,1.80,1.48,2.56,-0.2309,0.1646,B,,1,2-0,6-3 6-3,
2026-08-24,WTA,GS,hard,43,US Open,Anouk Koevermans,Carole Monnet,231,197,1486,1537,1516,1458,1537,1458,79,7,3,0.6119,1.63,2.58,1.61,2.26,-0.0092,-0.0544,,A,1,2-0,6-4 7-6,
2026-08-24,WTA,GS,hard,43,US Open,Polina Iatcenko,Julie Struplova,160,218,1390,1548,1430,1348,1548,1348,200,9,2,0.7600,1.32,4.17,1.17,4.73,-0.0947,0.0286,A,,1,2-0,6-2 6-1,
2026-08-24,WTA,GS,hard,43,US Open,Mia Ristic,Ayana Akli,182,266,1594,1420,1362,1467,1420,1467,-48,1,8,0.4321,2.31,1.76,2.15,1.66,-0.0331,-0.0345,A,,1,2-1,6-3 1-6 6-4,
2026-08-24,WTA,GS,hard,43,US Open,Robin Montgomery,Kayla Cross,200,163,1617,1661,1395,1498,1661,1498,163,7,8,0.7189,1.39,3.56,1.24,3.85,-0.0876,0.0214,,,1,2-0,6-1 6-1,
2026-08-24,WTA,GS,hard,43,US Open,Victoria Jimenez Kasintseva,Francisca Jorge,125,233,1515,1550,1419,1494,1550,1494,56,7,7,0.5799,1.72,2.38,1.45,2.64,-0.1098,0.0413,A,,2,0-2,3-6 3-6,
2026-08-24,WTA,GS,hard,43,US Open,Claire Liu,Heather Watson,114,443,1637,1654,1452,1560,1654,1560,94,6,8,0.6322,1.58,2.72,1.40,2.85,-0.0821,0.0169,A,,2,1-2,6-4 2-6 4-6,
2026-08-24,WTA,GS,hard,43,US Open,Angela Fita Boluda,Lin Zhu,214,177,1416,1283,1455,1646,1283,1646,-363,2,9,0.1099,9.10,1.12,6.09,1.11,-0.0543,-0.0108,,,1,2-0,6-4 7-6,
2026-08-24,WTA,GS,hard,43,US Open,Lucia Bronzetti,Luisina Giovannini,116,183,1641,1565,1496,1335,1565,1335,230,3,1,0.7903,1.27,4.77,1.22,4.06,-0.0294,-0.0366,A,,1,1-0,5-0,
2026-08-24,WTA,GS,hard,43,US Open,Greet Minnen,Jeline Vandromme,178,139,1594,1638,1601,1675,1638,1675,-37,7,7,0.4470,2.24,1.81,2.11,1.69,-0.0270,-0.0387,,A,2,0-2,1-6 3-6,
2026-08-24,WTA,GS,hard,43,US Open,Savannah Broadus,Tyra Caterina Grant,307,153,1448,1521,1641,1558,1521,1558,-37,7,2,0.4471,2.24,1.81,2.81,1.41,0.0912,-0.1563,,A,2,0-2,2-6 4-6,
2026-08-24,WTA,GS,hard,43,US Open,Jazmin Ortenzi,Himeno Sakatsume,159,136,1476,1367,1481,1570,1367,1570,-203,2,8,0.2370,4.22,1.31,4.29,1.21,0.0039,-0.0635,,A,2,0-2,3-6 1-6,
2026-08-24,WTA,GS,hard,43,US Open,Carson Branstine,Clervie Ngounoue,565,362,1559,1512,1394,1428,1512,1428,84,3,7,0.6183,1.62,2.62,2.25,1.61,0.1739,-0.2394,,A,1,2-0,6-2 7-6,
2026-08-24,WTA,GS,hard,43,US Open,Polina Kudermetova,Linda Fruhvirtova,97,179,1635,1644,1493,1552,1644,1552,92,5,7,0.6293,1.59,2.70,1.54,2.41,-0.0201,-0.0442,,,2,0-2,1-6 3-6,
2026-08-24,WTA,GS,hard,43,US Open,Laura Pigossi,Despina Papamichail,195,189,1517,1468,1373,1368,1468,1368,100,3,5,0.6394,1.56,2.77,1.24,3.88,-0.1670,0.1029,B,,2,0-2,5-7 2-6,
